10000 30000
673 7779 22
674 6759 27
674 6348 111
674 8332 83
674 2539 144
675 3705 51
675 7154 113
675 5977 145
676 2782 33
676 4633 126
677 6494 49
677 3692 192
677 436 72
678 3218 76
678 7037 27
678 6187 179
678 5535 53
679 281 12
679 5424 6
679 6847 16
680 3561 51
680 4060 109
680 1953 156
681 2742 81
681 4464 59
681 957 130
681 328 197
682 6802 52
682 8662 99
683 1952 13
683 382 81
684 7630 180
684 8780 13
685 3079 10
685 4847 2
685 9437 197
685 3703 152
686 6952 26
686 4269 28
686 2466 177
687 3250 74
687 3881 131
687 1479 193
688 4867 162
688 7659 190
688 5101 77
689 3383 126
689 8603 130
689 7890 62
690 6485 17
690 6492 181
690 2994 176
691 3166 49
691 9909 84
692 6345 54
692 7301 88
692 6088 197
693 5294 163
693 4023 161
694 3633 69
694 4887 196
694 9083 15
694 4264 148
695 8881 178
695 5612 100
695 5484 116
696 4363 11
696 8261 68
697 2152 157
697 866 194
697 4163 122
697 4917 124
698 6992 4
698 6855 102
698 8911 95
698 582 53
699 2440 85
699 5574 58
699 9076 5
699 8426 83
700 2721 154
700 2840 39
701 5583 1
701 4107 147
701 8702 176
701 6304 132
702 6660 1
702 3252 118
702 3861 109
702 6740 57
703 547 85
703 6274 194
704 337 170
704 6369 46
704 9394 48
705 3757 39
705 1237 1
705 5364 195
705 6368 159
706 2534 98
706 9572 100
706 1189 98
706 7771 128
707 2607 33
707 7309 13
708 8530 143
708 505 182
708 2518 119
708 9421 99
709 1636 89
709 8202 38
710 7462 199
710 1267 18
710 5423 156
711 4713 41
711 4316 138
712 7207 152
712 3054 185
712 9981 62
712 2956 125
713 8139 152
713 4543 180
713 7542 176
714 4781 155
714 7007 122
715 3683 79
715 8256 77
715 6972 46
716 5667 103
716 1284 113
717 9865 161
717 8113 182
718 3598 81
718 3462 8
719 3783 199
719 7651 87
720 2991 143
720 3125 186
720 9386 3
721 2309 57
721 645 19
722 8351 183
722 9734 112
723 1546 125
723 4107 48
723 6405 45
724 8915 197
724 114 54
725 5540 16
725 3592 154
725 3883 19
726 7047 118
726 8832 147
726 5681 3
726 6056 146
727 3728 189
727 2331 68
727 2881 101
727 1353 52
728 9230 123
728 5531 34
729 827 65
729 2170 59
730 7717 141
730 8601 104
730 7945 187
731 8206 169
731 256 1
731 7349 182
731 3458 56
732 2220 197
732 9777 119
732 5517 122
732 9549 129
733 9021 64
733 723 165
733 7897 190
733 5619 86
734 2363 170
734 3215 46
734 5622 107
735 4240 4
735 2435 35
735 2492 83
735 7154 142
736 8820 151
736 9056 181
736 7931 119
737 8053 160
737 8822 13
738 4814 107
738 7579 129
739 5674 88
739 2449 102
739 8136 33
739 846 181
740 9998 166
740 8437 53
741 6587 103
741 9856 119
742 5514 13
742 6776 58
743 8404 181
743 9580 117
743 4271 98
744 1386 198
744 3477 175
744 637 134
745 9728 144
745 6502 122
745 6474 87
746 2383 76
746 5672 17
747 5076 143
747 1556 162
748 2586 50
748 3526 40
748 1528 179
748 3307 45
749 5637 39
749 1609 1
749 6055 200
750 2729 31
750 3240 85
750 6535 179
751 7969 29
751 9610 166
751 1664 119
752 9548 80
752 3283 92
752 9561 182
752 4544 6
753 7978 84
753 5166 107
754 8726 1
754 3328 162
754 5575 175
755 7818 12
755 8948 123
756 5602 68
756 8399 76
756 1291 48
756 448 55
756 6882 49
757 5769 193
757 1357 105
757 9425 195
757 8208 94
758 5322 155
758 1884 130
758 9230 132
759 8618 173
759 5874 129
759 8587 31
760 1430 148
760 9611 190
761 6249 168
761 9069 165
761 2520 29
761 4077 179
762 8093 183
762 634 196
763 5800 3
763 7903 172
764 2881 67
764 9490 110
764 1708 81
765 6375 142
765 4168 149
766 9587 41
766 3012 62
766 5301 3
766 8284 62
766 1259 186
766 8079 135
767 365 85
767 5896 40
768 6674 78
768 553 108
768 8728 159
769 3064 151
769 857 182
769 267 158
770 1033 50
770 3215 89
770 8633 71
770 4360 37
771 3735 14
771 3551 75
772 7705 189
772 3206 98
772 2329 59
773 1825 155
773 2280 4
774 8471 49
774 1580 174
774 8479 195
775 7362 109
775 7774 3
776 2673 38
776 5366 189
776 7664 136
776 825 149
776 4742 6
777 4176 102
777 8867 164
778 8919 105
778 9344 112
779 7608 131
779 5424 165
779 2391 106
779 4522 47
779 7046 80
779 4519 70
780 8181 99
780 3201 199
781 5095 148
781 7940 191
781 1783 168
782 1866 98
782 4192 146
783 5969 11
783 8476 20
784 142 188
784 1757 61
784 4870 24
784 5259 114
785 2348 63
785 5865 93
786 2873 131
786 8357 187
786 8234 195
786 3922 46
787 9318 31
787 3484 181
787 4649 182
787 2843 38
788 7798 172
788 754 119
788 8430 137
789 8388 152
789 2042 116
789 10000 176
790 2275 10
790 584 7
790 9088 76
790 9759 31
791 8215 176
791 1995 128
792 5395 197
792 2211 169
792 617 142
793 3351 150
793 6863 130
794 1612 6
794 2670 89
794 9470 41
794 6648 35
795 7088 82
795 9914 60
795 2660 168
796 1500 50
796 6529 153
796 9915 177
797 7500 196
797 1123 97
797 3538 105
798 6932 105
798 1126 83
798 562 170
798 2586 22
799 1914 61
799 3913 74
799 3079 65
800 6698 160
800 9961 65
801 1046 47
801 6485 28
802 33 145
802 7278 168
803 7505 88
803 3350 120
803 4526 146
803 3118 71
804 481 29
804 7568 119
805 4585 182
805 7730 9
805 4639 189
805 2089 173
805 4930 117
806 9413 94
806 8488 129
806 2494 125
807 6560 105
807 6032 57
808 4638 41
808 7607 34
809 8725 108
809 4871 199
809 1432 119
809 9126 159
810 7842 27
810 8032 118
810 8816 183
811 8860 172
811 4487 85
812 2792 137
812 567 34
812 423 119
812 5642 31
813 4060 140
813 163 79
814 4477 25
814 1844 23
814 6384 118
815 8182 69
815 5837 56
815 2580 85
816 321 137
816 3500 55
816 9872 85
816 7900 175
816 7986 80
817 317 70
817 1848 81
818 6770 13
818 4693 88
818 8187 4
819 7871 39
819 348 46
820 5851 144
820 4056 182
820 4252 83
820 4440 185
821 6135 114
821 8309 193
822 9754 154
822 3637 14
822 4072 41
822 1775 64
822 8323 77
823 1506 1
823 9931 152
824 307 71
824 2635 193
824 2061 39
824 7254 19
825 7309 111
825 6956 93
825 3239 12
825 4612 59
826 2766 60
826 1480 116
826 315 108
827 7622 193
827 559 168
827 6144 133
827 3827 199
828 3110 187
828 79 133
828 3049 110
828 3433 106
829 442 140
829 9688 135
829 2188 195
829 8199 195
830 2783 150
830 9490 64
831 9407 109
831 2244 100
832 9071 30
832 4535 37
832 9605 55
832 4974 15
833 2635 29
833 7967 200
833 1202 160
833 4578 197
834 853 147
834 7699 100
835 5271 18
835 490 154
835 2005 67
835 4094 159
836 3055 120
836 9832 121
836 8107 105
836 4825 34
837 8272 121
837 888 122
838 6216 65
838 3059 4
838 7979 137
839 6581 113
839 4141 39
839 3738 198
839 3705 189
840 7107 33
840 1020 128
840 3383 54
841 8955 103
841 8738 135
842 1673 27
842 4779 189
842 566 96
842 5840 73
843 5959 102
843 9820 85
843 676 32
844 972 143
844 3490 60
844 6968 137
844 1223 64
845 8914 94
845 9553 98
845 1087 50
845 5590 1
846 470 57
846 1895 46
847 4548 159
847 5885 65
847 1968 9
847 6163 170
848 6592 185
848 1411 77
848 9312 106
849 1602 39
849 9014 193
849 908 150
849 328 14
850 6070 171
850 9458 52
851 8731 28
851 1963 40
852 4871 155
852 3562 190
852 2337 146
853 5522 74
853 2894 38
854 10000 138
854 6311 135
855 5785 185
855 1610 43
856 6879 115
856 8096 47
856 6750 162
857 6157 196
857 6040 8
858 7088 66
858 8575 10
858 2006 74
859 5850 163
859 6770 152
860 2478 79
860 6181 96
860 4098 181
860 4063 98
861 2508 157
861 7935 89
861 8048 187
862 3255 178
862 7903 151
862 9851 66
863 6663 175
863 8910 120
864 585 76
864 1855 142
865 7045 91
865 1667 199
865 6296 38
865 2193 165
866 7722 10
866 1354 150
866 7206 16
866 6724 46
867 5370 44
867 5548 93
867 2466 100
867 2002 115
868 9552 194
868 8159 13
868 1106 77
869 3332 37
869 4680 14
870 6116 116
870 5237 169
870 4467 171
870 8124 113
871 4862 152
871 6566 106
871 2485 148
872 2594 83
872 7693 189
873 2140 8
873 2214 32
873 1100 105
874 1458 67
874 9030 164
875 91 155
875 6334 145
876 1854 28
876 6652 17
876 4782 193
877 3910 79
877 8905 198
877 760 89
878 2022 162
878 4547 80
878 6059 92
878 6208 37
879 3315 200
879 4904 13
879 1943 178
880 8627 67
880 2806 21
881 7000 175
881 6599 39
881 8119 187
881 9674 5
882 4800 5
882 2779 152
882 5511 126
882 9318 33
883 3519 70
883 3048 21
883 8026 29
884 4774 183
884 7206 90
884 7999 96
885 2102 25
885 6985 152
885 8183 65
885 7267 179
886 4795 112
886 7806 100
886 6069 200
887 2473 5
887 8383 36
887 289 190
887 6499 81
888 5806 84
888 9277 56
888 641 72
889 2655 105
889 6889 41
890 3325 57
890 5151 165
891 3445 103
891 7950 61
891 7110 102
892 2828 148
892 4527 163
892 1277 49
893 1199 173
893 4894 18
894 5718 6
894 9886 87
895 1 19
895 3671 22
895 5503 6
895 4917 181
896 3463 115
896 4729 126
896 7366 187
896 4658 56
897 7450 7
897 2376 103
898 9153 49
898 6480 7
899 477 149
899 5487 140
899 8984 5
899 7793 168
900 5197 45
900 7836 3
900 9272 137
900 2429 21
901 7302 109
901 714 57
901 1060 82
902 157 177
902 9199 45
902 5358 133
903 6413 126
903 5314 66
903 5914 146
904 8711 69
904 7111 120
904 6475 26
904 2536 73
905 1818 65
905 163 59
905 8549 110
906 4029 39
906 8840 148
906 6363 130
906 3386 195
907 5850 35
907 2776 105
908 7219 168
908 2727 56
908 221 136
908 7917 59
909 2063 137
909 4862 77
909 8257 123
910 2780 36
910 1643 15
911 728 181
911 7461 60
911 4274 105
911 3478 21
912 6694 119
912 6941 168
913 7926 184
913 9778 159
913 6590 76
914 8216 104
914 9833 55
915 6723 6
915 7509 11
915 9915 29
916 472 180
916 9943 144
916 4833 138
916 5084 29
917 488 0
917 5619 141
918 5163 145
918 9630 24
919 14 99
919 7669 82
919 8528 132
919 2828 1
920 9705 171
920 3659 61
921 4103 67
921 5636 193
921 4361 68
922 1521 5
922 7291 44
922 4024 96
922 6090 45
923 6341 123
923 1319 117
923 8290 116
924 1992 161
924 9630 150
924 1171 189
924 3584 38
925 1638 160
925 942 45
926 1250 68
926 6081 66
927 9877 191
927 7258 143
927 4165 15
927 9758 158
928 2417 96
928 4736 69
928 4077 12
928 7801 162
929 3566 112
929 9013 133
929 8144 42
930 1107 100
930 2672 83
930 9721 131
931 6595 166
931 4088 78
932 2651 49
932 6759 87
933 1593 158
933 1217 29
933 6237 198
934 6427 49
934 6815 169
934 5925 164
934 2330 34
935 989 6
935 5893 121
935 8453 81
935 9916 184
936 5197 158
936 1761 116
936 6308 132
937 5130 95
937 3638 31
937 8256 89
937 7568 84
938 4018 120
938 6203 123
939 3211 81
939 1282 43
940 2588 151
940 3839 94
940 4824 75
940 765 33
941 7277 172
941 1825 102
941 4028 49
941 6116 98
942 6605 81
942 2423 85
942 2340 62
943 310 38
943 6541 113
944 2878 101
944 2572 135
944 5788 60
945 3897 115
945 3343 88
946 4922 87
946 3206 14
946 3966 166
946 3104 155
947 3246 119
947 5959 5
947 7082 137
948 5454 127
948 848 190
949 570 112
949 9602 12
950 3863 81
950 5995 85
951 7892 119
951 7117 40
951 5092 53
951 2636 149
952 2457 139
952 7299 138
953 6230 180
953 4167 139
953 2960 21
954 1114 179
954 2966 1
954 2025 60
955 8099 145
955 326 168
956 3731 81
956 7422 112
957 5412 161
957 5644 152
957 2864 20
958 5900 181
958 1881 67
958 4436 63
959 6142 129
959 3875 189
959 3986 97
959 5119 98
959 9945 144
960 2321 106
960 4145 78
960 2777 90
960 2866 177
961 4073 92
961 8518 190
961 4274 33
961 1520 15
962 5584 50
962 7103 150
963 1744 28
963 7983 94
963 5808 171
963 6395 80
964 9879 184
964 9072 168
965 5136 157
965 3046 63
966 7824 134
966 3759 158
966 8731 185
967 6389 29
967 5629 133
967 6728 161
967 2352 12
968 7576 182
968 7757 193
968 9525 51
969 6369 125
969 8772 147
970 4048 43
970 4206 0
970 3610 113
970 9276 77
971 7055 95
971 8764 11
971 1707 44
971 6443 20
972 3553 15
972 2943 0
973 4621 72
973 4055 61
973 6320 181
974 3518 86
974 7290 13
975 1623 74
975 2010 199
975 7491 18
975 157 74
976 5779 183
976 2501 127
976 6838 2
976 8384 119
977 5881 19
977 7980 28
977 3737 102
977 4877 51
978 8497 112
978 77 92
979 2833 188
979 8522 185
979 8658 109
980 4965 153
980 9622 160
980 7491 51
980 3644 156
981 4373 56
981 6232 175
982 8516 181
982 7796 47
982 1117 22
983 4190 181
983 4353 39
984 4452 79
984 6917 74
984 9221 100
984 5326 32
985 5409 34
985 2206 59
985 8276 78
985 2351 118
986 9917 120
986 1075 163
986 2498 72
986 3276 23
987 6863 135
987 20 170
987 1401 159
988 8799 119
988 8369 7
988 9294 75
988 2700 112
989 7323 12
989 6163 141
989 9978 183
990 3716 36
990 9860 9
990 4473 166
991 7867 136
991 1040 23
991 7734 133
991 5945 39
992 9107 48
992 8451 143
993 4748 5
993 4351 158
994 559 37
994 7678 84
994 7966 140
995 6521 18
995 1593 53
995 6591 36
995 2656 50
996 6263 83
996 3252 16
996 8045 84
996 2153 110
997 8264 50
997 6021 199
997 7013 86
998 632 169
998 7408 44
998 2442 61
999 3201 112
999 1902 38
1000 2251 46
1000 5968 142
1000 9961 196
1001 4973 84
1001 4955 105
1001 5429 164
1002 9082 145
1002 7000 11
1002 9227 131
1003 4923 191
1003 1936 198
1003 2900 37
1004 5340 111
1004 2707 22
1004 2976 93
1005 1160 169
1005 7164 81
1005 534 166
1006 1761 181
1006 5643 134
1006 6889 93
1006 2064 71
1007 2666 24
1007 2354 40
1007 6069 43
1008 8166 183
1008 3931 31
1008 257 85
1009 4498 109
1009 2585 25
1010 6312 37
1010 3922 24
1011 7667 127
1011 2815 65
1011 1446 12
1011 6041 189
1012 7995 175
1012 7676 80
1012 3327 189
1012 3820 134
1013 1604 189
1013 7408 192
1014 9982 36
1014 737 162
1014 3717 68
1015 2030 173
1015 5963 126
1016 6672 25
1016 9537 186
1017 7669 73
1017 6839 5
1018 9619 177
1018 556 169
1019 4704 70
1019 4538 91
1019 4974 137
1019 7985 32
1020 7930 50
1020 740 85
1020 3619 135
1020 6443 169
1021 2428 1
1021 5850 12
1021 5619 29
1021 2969 133
1022 9537 53
1022 345 166
1022 4865 31
1023 725 90
1023 5761 36
1023 2285 46
1024 4630 139
1024 6437 184
1024 5088 18
1024 6457 109
1025 488 102
1025 1665 86
1025 2008 83
1026 7608 172
1026 5617 122
1026 6416 45
1027 4278 150
1027 6259 68
1027 7844 88
1027 2086 148
1028 1436 100
1028 2701 159
1028 9239 9
1028 5337 70
1029 5672 114
1029 3957 147
1029 5762 4
1029 3345 112
1030 7382 163
1030 7891 132
1030 1598 15
1031 9334 90
1031 2789 102
1032 2115 45
1032 214 145
1032 6437 56
1032 9992 49
1033 7129 168
1033 7532 117
1034 4776 147
1034 7987 172
1035 5935 166
1035 7720 147
1035 9883 161
1035 1975 24
1036 6591 17
1036 4371 7
1036 5832 63
1036 3813 200
1037 2809 121
1037 9865 89
1037 8836 181
1037 2639 31
1038 5122 28
1038 9715 196
1038 2839 45
1039 758 6
1039 6010 183
1039 7802 35
1040 4393 44
1040 951 26
1040 9874 157
1041 3964 97
1041 2725 41
1042 6001 42
1042 73 181
1042 4485 17
1043 6286 23
1043 6240 176
1043 6634 53
1044 5716 118
1044 9969 127
1044 4345 101
1044 1536 30
1045 3136 77
1045 1163 92
1046 3806 16
1046 7629 86
1047 4662 118
1047 8119 146
1047 499 191
1048 6353 89
1048 398 44
1048 8294 141
1049 5362 134
1049 8637 108
1050 9526 115
1050 6790 79
1050 7837 164
1050 5665 15
1051 7960 188
1051 6378 184
1052 9611 29
1052 7653 152
1052 2726 76
1052 5591 25
1053 4702 177
1053 8971 56
1054 2705 173
1054 5151 196
1054 6122 11
1054 6559 151
1055 9942 141
1055 1446 39
1055 2396 22
1056 3485 70
1056 1905 175
1056 5150 108
1056 2036 2
1057 2399 189
1057 8771 183
1058 123 188
1058 9610 147
1059 9910 166
1059 1338 159
1059 415 133
1059 9296 43
1060 4285 136
1060 7418 37
1060 2000 34
1061 6359 11
1061 9931 185
1061 4898 142
1061 9969 64
1062 1439 27
1062 3450 199
1062 2552 89
1062 4911 84
1063 9051 67
1063 1128 54
1063 3837 73
1064 1184 23
1064 6560 111
1065 3793 119
1065 6196 186
1065 2282 25
1065 7112 106
1066 7073 65
1066 6060 192
1066 5664 163
1067 4437 196
1067 5805 170
1067 4055 49
1068 6673 94
1068 7710 40
1068 22 16
1068 820 166
1069 4074 109
1069 9999 69
1070 9682 52
1070 655 93
1070 7009 126
1071 8700 146
1071 2125 56
1072 4215 105
1072 1377 35
1072 5787 164
1073 8743 50
1073 3010 7
1073 2673 8
1074 2314 26
1074 4460 193
1074 1838 200
1074 7880 41
1075 2828 43
1075 8484 188
1075 2836 173
1076 8404 12
1076 3439 44
1076 514 9
1076 9992 189
1077 7446 173
1077 347 77
1078 706 20
1078 1890 122
1078 4132 127
1078 9725 4
1079 4168 184
1079 5765 109
1079 6683 5
1080 769 82
1080 2439 22
1080 6829 26
1080 1643 124
1081 9403 191
1081 5462 18
1081 7236 56
1081 3068 117
1082 9997 85
1082 5884 112
1082 2490 160
1082 2807 133
1083 7943 165
1083 2190 17
1083 5631 98
1084 426 159
1084 78 106
1085 4527 30
1085 6396 148
1085 3284 20
1085 3849 114
1086 2235 179
1086 2989 16
1086 3216 71
1087 2755 73
1087 1386 60
1087 3091 71
1088 8728 186
1088 7164 127
1088 3581 177
1089 8978 14
1089 5396 73
1090 6608 43
1090 2677 143
1091 2592 54
1091 1060 42
1091 4924 135
1091 4309 90
1092 8360 124
1092 3412 148
1092 8191 89
1093 5392 60
1093 8831 58
1094 1237 167
1094 9633 171
1095 4371 140
1095 4920 0
1096 7739 180
1096 6302 147
1097 2973 137
1097 7093 35
1098 2799 128
1098 5827 0
1098 5394 181
1099 5535 176
1099 4161 159
1099 6429 47
1099 5348 61
1100 5618 98
1100 7735 20
1100 9392 77
1100 1457 85
1101 3457 189
1101 4222 54
1101 8692 130
1101 3607 160
1102 127 154
1102 8717 152
1103 1637 122
1103 5383 181
1104 6129 130
1104 2287 42
1104 3861 34
1104 6995 80
1105 6221 33
1105 5735 182
1105 4350 182
1105 6635 43
1106 2522 38
1106 8139 125
1107 2688 88
1107 9296 14
1108 9501 139
1108 6670 105
1108 8682 99
1108 8689 89
1109 3870 118
1109 2763 177
1109 7077 72
1109 4104 43
1110 9826 11
1110 5602 188
1110 2021 111
1110 1575 98
1111 8496 5
1111 674 159
1111 1732 65
1111 811 33
1112 1810 113
1112 2959 37
1113 3446 194
1113 5032 138
1114 3282 15
1114 1219 109
1114 4710 165
1114 9469 163
1115 8993 12
1115 7492 148
1115 8415 150
1115 9075 65
1116 2540 38
1116 3144 180
1117 6225 58
1117 7345 193
1117 2454 86
1118 3847 154
1118 4111 150
1119 8099 188
1119 525 109
1119 8892 85
1119 2230 137
1120 5470 177
1120 9115 200
1120 3287 103
1120 733 132
1121 97 86
1121 1915 99
1121 6585 189
1121 6569 77
1122 3246 111
1122 6391 58
1122 6042 166
1123 7044 176
1123 4422 86
1124 9497 194
1124 6773 100
1124 6124 36
1124 2600 170
1125 6871 13
1125 7065 115
1126 9532 76
1126 731 148
1126 5148 75
1127 9427 33
1127 4278 56
1127 3618 37
1127 8298 122
1128 1959 157
1128 8294 25
1128 4228 197
1128 946 116
1129 4689 73
1129 7632 129
1130 3362 32
1130 6007 133
1130 2207 55
1131 4824 64
1131 7705 180
1132 3169 2
1132 8302 149
1132 1067 5
1132 9399 186
1133 8238 196
1133 4924 147
1134 8170 52
1134 3776 167
1134 4077 87
1135 4372 176
1135 3253 13
1135 6757 141
1135 219 127
1136 2880 144
1136 7586 109
1136 3012 104
1136 8031 132
1137 2529 0
1137 4660 5
1137 3490 168
1138 5464 169
1138 7842 99
1138 5182 36
1139 524 162
1139 2407 116
1139 9404 81
1140 6598 49
1140 8082 82
1140 5002 57
1141 8134 33
1141 8919 188
1141 521 100
1142 9243 197
1142 21 87
1142 1122 169
1143 6224 193
1143 8108 184
1143 1470 64
1143 4966 170
1144 9848 148
1144 9928 168
1145 5758 103
1145 9209 14
1145 4845 26
1146 730 74
1146 9000 113
1147 1875 52
1147 282 76
1148 3295 49
1148 2924 198
1148 251 185
1148 5618 64
1149 8114 137
1149 8268 117
1150 9972 167
1150 7718 72
1151 3194 131
1151 9470 121
1152 441 72
1152 4350 104
1152 9170 131
1153 8434 146
1153 188 116
1154 2842 111
1154 7369 150
1154 8696 99
1154 9150 57
1155 1708 84
1155 2026 36
1155 6504 78
1155 5787 180
1156 721 0
1156 6838 9
1156 8604 12
1156 7240 194
1157 6850 65
1157 8807 14
1157 4001 164
1158 8749 136
1158 5121 172
1158 3964 170
1159 5336 110
1159 3837 174
1160 7932 85
1160 2310 36
1160 2456 115
1161 4880 36
1161 3115 22
1161 9517 23
1161 145 181
1162 4017 118
1162 2884 125
1162 5011 32
1163 8563 31
1163 9999 139
1163 6512 185
1163 8986 44
1164 8526 50
1164 3479 109
1164 1480 173
1165 599 168
1165 1683 154
1165 1626 46
1166 3505 151
1166 1735 61
1166 1015 80
1166 9352 69
1167 9265 194
1167 7019 33
1167 5318 149
1168 6365 151
1168 3112 49
1168 934 88
1169 3502 77
1169 4003 94
1169 3985 106
1169 3582 68
1170 6506 17
1170 6153 57
1170 2407 30
1170 8142 118
1171 4783 197
1171 4328 73
1171 8284 143
1172 4609 135
1172 3699 128
1173 6672 36
1173 498 19
1173 9778 3
1173 13 29
1174 6908 71
1174 23 196
1175 3983 94
1175 6741 193
1175 9448 189
1175 9470 134
1176 3689 129
1176 6228 113
1176 9599 142
1177 9187 98
1177 2958 11
1178 4479 58
1178 2649 152
1178 9635 144
1179 2768 0
1179 8939 139
1179 2468 76
1179 7012 182
1180 9823 150
1180 701 160
1180 5554 128
1181 3257 17
1181 6215 13
1182 4104 136
1182 6165 192
1183 2160 149
1183 6717 32
1183 7348 76
1184 5547 21
1184 7440 49
1184 9378 91
1185 4195 193
1185 6877 67
1185 2468 144
1186 8680 25
1186 9221 5
1186 5492 116
1186 2032 133
1187 7737 150
1187 8500 196
1188 3232 85
1188 7334 2
1188 8373 23
1189 1128 50
1189 138 135
1189 3294 180
1189 9483 70
1190 783 56
1190 5918 170
1190 6060 145
1191 3534 172
1191 163 179
1191 6107 3
1191 1607 129
1192 929 140
1192 2820 41
1193 5761 117
1193 2686 154
1193 9090 156
1194 9380 186
1194 2359 12
1194 3019 6
1194 3535 165
1195 2668 98
1195 9605 48
1195 5198 161
1195 288 164
1196 654 77
1196 1834 44
1196 1119 102
1197 4742 44
1197 8999 94
1198 9313 188
1198 3621 37
1198 1868 95
1198 3829 71
1199 9472 118
1199 8827 72
1199 4430 53
1199 5775 148
1200 187 65
1200 952 125
1200 8948 150
1200 5379 18
1201 5977 158
1201 3946 38
